"Default","FACTU_0_CurrentTotalBalance","FACTU_0_CashBalance","FACTU_0_CreditLimit","FACTU_0_DelqCycle","FACTU_1_CurrentTotalBalance","FACTU_1_CashBalance","FACTU_1_CreditLimit","FACTU_1_DelqCycle","FACTU_2_CurrentTotalBalance","FACTU_2_CashBalance","FACTU_2_CreditLimit","FACTU_2_DelqCycle","FACTU_3_CurrentTotalBalance","FACTU_3_CashBalance","FACTU_3_CreditLimit","FACTU_3_DelqCycle","FACTU_4_CurrentTotalBalance","FACTU_4_CashBalance","FACTU_4_CreditLimit","FACTU_4_DelqCycle","FACTU_5_CurrentTotalBalance","FACTU_5_CashBalance","FACTU_5_CreditLimit","FACTU_5_DelqCycle","FACTU_6_CurrentTotalBalance","FACTU_6_CashBalance","FACTU_6_CreditLimit","FACTU_6_DelqCycle","FACTU_7_CurrentTotalBalance","FACTU_7_CashBalance","FACTU_7_CreditLimit","FACTU_7_DelqCycle","FACTU_8_CurrentTotalBalance","FACTU_8_CashBalance","FACTU_8_CreditLimit","FACTU_8_DelqCycle","FACTU_9_CurrentTotalBalance","FACTU_9_CashBalance","FACTU_9_CreditLimit","FACTU_9_DelqCycle"
0,530.72,0,9000,0,730,0,9000,0,964.55,0,9000,0,509,0,9000,1,316.72,0,9000,0,331,0,9000,0,730,0,9000,0,730,0,9000,0,730,0,9000,0,730,0,9000,0
0,967.17,0,1050,0,884,0,1050,0,722.15,0,1050,0,845,0,1050,0,839.52,0,1050,0,714.44,0,1050,0,884,0,1050,0,884,0,1050,0,884,0,1050,0,884,0,1050,0
0,982.62,0,2400,0,364.64,0,2400,0,184.83,0,2400,0,631.28,0,2400,0,1286.48,0,2400,0,331.78,0,2400,0,364.64,0,2400,0,364.64,0,2400,0,364.64,0,2400,0,364.64,0,2400,0
1,8197.35,0,8900,1,7885.68,0,8900,0,6243.86,0,8900,0,6097.52,0,8900,0,4914.36,0,8900,1,4580,0,4900,0,7885.68,0,8900,0,7885.68,0,8900,0,7885.68,0,8900,0,7885.68,0,8900,0
1,1167.06,0,1100,0,1022.12,0,1100,0,1090.33,0,1100,0,717.06,0,1100,0,536.64,0,1100,0,689,0,1100,0,1022.12,0,1100,0,1022.12,0,1100,0,1022.12,0,1100,0,1022.12,0,1100,0
0,980.56,0,3800,0,1456.42,0,3800,0,1855.35,0,3800,0,2140.32,44.88,3800,0,1215.03,85.05,3800,0,1262.46,144.2,3800,0,1456.42,0,3800,0,1456.42,0,3800,0,1456.42,0,3800,0,1456.42,0,3800,0
0,584.06,0,3600,0,718.94,0,3600,0,815.34,0,3600,0,285.6,0,3600,0,715.5,0,3600,0,0,0,3600,0,718.94,0,3600,0,718.94,0,3600,0,718.94,0,3600,0,718.94,0,3600,0
0,473.69,0,7500,0,2290.08,0,7500,0,0,0,7500,0,948.02,0,7500,0,1585.08,0,7500,0,1128.17,0,7500,0,2290.08,0,7500,0,2290.08,0,7500,0,2290.08,0,7500,0,2290.08,0,7500,0
0,294.92,0,2600,0,248.85,0,2600,0,98.94,0,2600,0,14.28,0,2600,0,301.74,0,2600,0,12.36,0,2600,0,248.85,0,2600,0,248.85,0,2600,0,248.85,0,2600,0,248.85,0,2600,0
0,2726,0,3500,0,2283.24,0,3500,0,2304.44,0,3500,0,2238.19,0,3500,0,2180.76,0,3500,0,2163,0,3500,0,2283.24,0,3500,0,2283.24,0,3500,0,2283.24,0,3500,0,2283.24,0,3500,0
0,0,0,800,0,831,0,800,1,496.65,0,800,0,102.82,0,800,0,424.36,0,800,0,139.65,0,800,0,831,0,800,1,831,0,800,1,831,0,800,1,831,0,800,1
0,380.77,0,1600,0,262.5,0,1600,0,0,0,1600,0,109.14,0,1600,0,64.64,0,1600,0,295.32,0,1600,0,262.5,0,1600,0,262.5,0,1600,0,262.5,0,1600,0,262.5,0,1600,0
0,1442.36,0,4400,0,1513.05,0,4400,0,1049,0,4400,0,1307,0,4400,0,1111.76,0,4400,0,1291.5,0,4400,0,1513.05,0,4400,0,1513.05,0,4400,0,1513.05,0,4400,0,1513.05,0,4400,0
0,346.8,0,4300,0,423.28,0,4300,0,303.88,0,4300,0,515.1,0,4300,0,399.84,0,4300,0,414.75,0,4300,0,423.28,0,4300,0,423.28,0,4300,0,423.28,0,4300,0,423.28,0,4300,0
0,645,0,4100,0,2770.84,0,4100,0,2442.96,0,4100,0,3543.08,0,4100,0,2567.79,0,4100,0,880.65,0,4100,0,2770.84,0,4100,0,2770.84,0,4100,0,2770.84,0,4100,0,2770.84,0,4100,0
1,10449.6,0,10100,0,10460.1,0,10100,0,10451.7,0,10100,0,10266.01,0,10100,0,9810.32,0,10100,0,9956,0,10100,0,10460.1,0,10100,0,10460.1,0,10100,0,10460.1,0,10100,0,10460.1,0,10100,0
0,0,0,1200,0,87,0,1200,0,3.18,0,1200,0,412.08,420,1200,0,110.25,0,1200,0,189.72,0,1200,0,87,0,1200,0,87,0,1200,0,87,0,1200,0,87,0,1200,0
1,2048.28,0,2000,1,1861,0,2000,0,2051.31,0,2000,1,1978.2,0,2000,0,2090.9,0,2000,2,2032.19,0,2000,1,1861,0,2000,0,1861,0,2000,0,1861,0,2000,0,1861,0,2000,0
0,1084.38,100,2100,0,512,0,2100,0,707.27,0,2100,0,557.56,0,2100,0,397,0,2100,0,948.15,0,2100,0,512,0,2100,0,512,0,2100,0,512,0,2100,0,512,0,2100,0
0,752.93,0,6850,0,1219,0,6850,0,334.56,0,6850,0,0,0,6850,0,264.18,0,6850,0,0,0,6850,0,1219,0,6850,0,1219,0,6850,0,1219,0,6850,0,1219,0,6850,0
0,924.32,0,1600,0,1140.3,0,1600,0,1047.51,0,1600,0,27.56,0,1600,0,1150.1,0,1600,0,193.64,0,1600,0,1140.3,0,1600,0,1140.3,0,1600,0,1140.3,0,1600,0,1140.3,0,1600,0
0,659.12,0,3100,0,1056.3,0,3100,1,523.64,0,3100,0,523.24,0,3100,0,585.48,0,3100,0,955.76,0,3100,0,1056.3,0,3100,1,1056.3,0,3100,1,1056.3,0,3100,1,1056.3,0,3100,1
0,0,0,2500,0,0,0,2500,0,0,0,2500,0,0,0,2500,0,0,0,2500,0,0,0,2500,0,0,0,2500,0,0,0,2500,0,0,0,2500,0,0,0,2500,0
0,479.12,0,1700,0,493.37,0,1700,0,264.18,0,1700,0,1326.13,20,1700,0,107.12,0,1700,0,758.63,0,1700,0,493.37,0,1700,0,493.37,0,1700,0,493.37,0,1700,0,493.37,0,1700,0
0,174.3,0,2300,0,460.95,86.86,2300,0,0,0,2300,0,2.08,0,2300,0,118,15.3,2300,0,176,23.92,2300,0,460.95,86.86,2300,0,460.95,86.86,2300,0,460.95,86.86,2300,0,460.95,86.86,2300,0
0,1324,200,1400,0,784.4,0,1400,0,502.9,0,900,0,406.85,0,900,0,617.76,0,900,0,384.13,0,900,0,784.4,0,1400,0,784.4,0,1400,0,784.4,0,1400,0,784.4,0,1400,0
0,982.62,0,1200,0,909.49,64.64,1200,0,991,172,1200,0,966,149.76,1200,0,949.62,109,1200,0,848.4,93.45,1200,0,909.49,64.64,1200,0,909.49,64.64,1200,0,909.49,64.64,1200,0,909.49,64.64,1200,0
0,2379.3,0,2400,0,2238,0,2400,0,2268.46,0,2400,0,2394.54,0,2400,0,2220,0,2400,0,2254.67,0,2400,0,2238,0,2400,0,2238,0,2400,0,2238,0,2400,0,2238,0,2400,0
0,994.24,0,3200,0,731.34,0,3200,0,666.6,0,3200,0,405.01,0,3200,0,343.47,0,3200,0,0,0,3200,0,731.34,0,3200,0,731.34,0,3200,0,731.34,0,3200,0,731.34,0,3200,0
0,370.26,0,4100,0,109.14,0,4100,0,381.15,0,4100,0,829.25,0,4100,0,249.9,0,4100,0,298,0,4100,0,109.14,0,4100,0,109.14,0,4100,0,109.14,0,4100,0,109.14,0,4100,0
0,5990.31,0,10100,0,6136.32,0,10100,0,2983.05,0,10100,0,2081.63,0,10100,0,1799.28,0,10100,0,1737.61,0,10100,0,6136.32,0,10100,0,6136.32,0,10100,0,6136.32,0,10100,0,6136.32,0,10100,0
0,93.6,0,4400,0,351.75,0,4400,0,218.4,0,4400,0,308.04,0,4400,0,218,0,4400,0,94.34,0,4400,0,351.75,0,4400,0,351.75,0,4400,0,351.75,0,4400,0,351.75,0,4400,0
0,48.96,0,4200,0,3722.16,0,4200,0,3456.6,0,4200,0,3315.83,0,4200,0,1670.76,0,4200,0,2756,0,4200,0,3722.16,0,4200,0,3722.16,0,4200,0,3722.16,0,4200,0,3722.16,0,4200,0
0,1263.15,0,4900,0,430.36,0,4900,0,384.13,0,4900,0,3235.05,0,4900,0,162,0,4900,0,988.79,0,4900,0,430.36,0,4900,0,430.36,0,4900,0,430.36,0,4900,0,430.36,0,4900,0
0,1995.76,0,2100,0,665.68,0,2100,0,1460.46,0,2100,0,2510.11,0,2100,0,1699.32,0,2100,0,458.35,0,2100,0,665.68,0,2100,0,665.68,0,2100,0,665.68,0,2100,0,665.68,0,2100,0
0,637.5,0,15200,0,773.53,0,15200,0,532.12,0,15200,0,1933,0,15200,0,336.6,0,15200,0,383.52,0,15200,0,773.53,0,15200,0,773.53,0,15200,0,773.53,0,15200,0,773.53,0,15200,0
0,910.52,0,1200,0,938.4,0,1200,1,904.34,0,1200,0,840.48,0,1200,0,937.38,0,1200,1,884.34,0,1200,0,938.4,0,1200,1,938.4,0,1200,1,938.4,0,1200,1,938.4,0,1200,1
0,108.07,0,5300,0,37.37,0,5300,0,0,0,5300,0,270.4,0,5300,0,108.12,0,5300,0,0,0,5300,0,37.37,0,5300,0,37.37,0,5300,0,37.37,0,5300,0,37.37,0,5300,0
0,597.72,0,3600,0,389.64,0,3600,0,858.84,0,3600,0,443.93,0,3600,0,522.17,0,3600,0,370.65,0,3600,0,389.64,0,3600,0,389.64,0,3600,0,389.64,0,3600,0,389.64,0,3600,0
0,19.57,0,2600,0,575.66,0,2600,0,119.34,0,2600,0,216.32,0,2600,0,945.88,0,2600,0,78.78,0,2600,0,575.66,0,2600,0,575.66,0,2600,0,575.66,0,2600,0,575.66,0,2600,0
0,649,0,11100,0,645.39,0,11100,0,1252.16,0,11100,0,877.2,0,11100,0,1151.28,0,11100,0,712.76,0,11100,0,645.39,0,11100,0,645.39,0,11100,0,645.39,0,11100,0,645.39,0,11100,0
0,46.8,0,3600,0,0,0,3600,0,954.72,0,3600,1,366.68,0,3600,0,331.28,0,3600,0,3312.96,0,3600,0,0,0,3600,0,0,0,3600,0,0,0,3600,0,0,0,3600,0
0,1299.56,0,5600,0,273.52,0,5600,0,0,0,5600,0,3376.92,0,5600,0,2015.96,0,5600,0,1612,0,5600,0,273.52,0,5600,0,273.52,0,5600,0,273.52,0,5600,0,273.52,0,5600,0
0,492,0,5000,0,527.28,0,5000,0,679.45,0,5000,0,476.34,0,5000,0,376.48,0,5000,0,203.7,0,5000,0,527.28,0,5000,0,527.28,0,5000,0,527.28,0,5000,0,527.28,0,5000,0
0,152.88,0,2000,0,158.36,0,2000,0,488.58,0,2000,0,1447.15,63.63,2000,0,1206.95,0,2000,1,1021.84,0,2000,0,158.36,0,2000,0,158.36,0,2000,0,158.36,0,2000,0,158.36,0,2000,0
0,943.48,0,1200,0,792.54,0,1200,0,940.31,0,1200,0,657.51,0,1200,0,1038.97,0,1200,0,1054.7,0,1200,0,792.54,0,1200,0,792.54,0,1200,0,792.54,0,1200,0,792.54,0,1200,0
0,1976.76,0,15300,0,1612,0,15300,0,1802.5,0,15300,0,840.32,0,15300,0,2751,0,15300,1,2058.16,0,15300,0,1612,0,15300,0,1612,0,15300,0,1612,0,15300,0,1612,0,15300,0
0,6583.18,4924.4,8300,0,5432,3928.9,8300,0,5140.28,3530.22,8300,0,4109.7,3062.8,8300,0,4048.8,2860.32,4300,0,4192.3,3064.95,4300,0,5432,3928.9,8300,0,5432,3928.9,8300,0,5432,3928.9,8300,0,5432,3928.9,8300,0
0,463.5,0,2900,0,622.2,0,2900,0,523.24,0,2900,0,171,0,2900,0,6.06,0,2900,0,477,0,2900,0,622.2,0,2900,0,622.2,0,2900,0,622.2,0,2900,0,622.2,0,2900,0
0,191.76,0,4000,0,336.81,0,4000,0,371.83,0,4000,0,162.75,0,4000,0,615.3,0,4000,0,185.5,0,4000,0,336.81,0,4000,0,336.81,0,4000,0,336.81,0,4000,0,336.81,0,4000,0
0,0,0,10900,0,0,0,10900,0,0,0,10900,0,0,0,10900,0,108.15,0,10900,0,0,0,10900,0,0,0,10900,0,0,0,10900,0,0,0,10900,0,0,0,10900,0
0,7498.02,0,7000,1,7166.66,0,7000,0,7249.78,0,7000,0,6806.24,0,7000,0,7399.26,0,7000,0,7468.53,0,7000,0,7166.66,0,7000,0,7166.66,0,7000,0,7166.66,0,7000,0,7166.66,0,7000,0
0,389.55,0,2200,0,359.04,0,2200,0,600.08,0,2200,0,433.65,0,2200,0,369.77,0,2200,0,375.24,0,2200,0,359.04,0,2200,0,359.04,0,2200,0,359.04,0,2200,0,359.04,0,2200,0
0,8.32,0,4600,0,59.16,0,4600,0,667.8,0,4600,0,0,0,4600,0,20.8,0,4600,0,157.5,0,4600,0,59.16,0,4600,0,59.16,0,4600,0,59.16,0,4600,0,59.16,0,4600,0
1,4172.53,0,4000,1,4018.03,0,4000,2,4431.94,0,4000,2,4150.38,0,4000,1,4306.75,0,4000,2,3373.4,0,4000,1,4018.03,0,4000,2,4018.03,0,4000,2,4018.03,0,4000,2,4018.03,0,4000,2
0,15.9,0,6800,0,4598.86,524.27,6800,0,2845.44,1020,6800,0,3739.05,0,6800,0,3131,0,6800,0,4018.46,0,6800,0,4598.86,524.27,6800,0,4598.86,524.27,6800,0,4598.86,524.27,6800,0,4598.86,524.27,6800,0
0,820.69,0,1600,0,194.48,0,1600,0,417.64,0,1600,0,272.42,0,1600,0,465,0,1600,0,187.2,0,1600,0,194.48,0,1600,0,194.48,0,1600,0,194.48,0,1600,0,194.48,0,1600,0
0,5800.43,0,6300,0,6331.19,0,6300,0,6385.76,0,6300,0,6092.32,0,6300,0,6154.25,0,6300,0,5544.24,0,6300,0,6331.19,0,6300,0,6331.19,0,6300,0,6331.19,0,6300,0,6331.19,0,6300,0
0,0,0,4200,0,0,0,4200,0,716,0,4200,0,843.44,0,4200,0,1727.1,0,4200,0,2265.42,0,4200,0,0,0,4200,0,0,0,4200,0,0,0,4200,0,0,0,4200,0
0,371,0,5500,0,1104.24,0,5500,0,105.06,0,5500,0,947.44,0,5500,0,2153.84,0,5500,0,1700,0,5500,0,1104.24,0,5500,0,1104.24,0,5500,0,1104.24,0,5500,0,1104.24,0,5500,0
0,2658,0,3800,0,2817.9,0,3800,0,2575.65,0,3800,0,2820.3,0,3800,0,2665.95,20.8,3800,0,190.05,0,3800,0,2817.9,0,3800,0,2817.9,0,3800,0,2817.9,0,3800,0,2817.9,0,3800,0
0,379.6,0,1700,0,540.8,0,1700,0,945.54,21,1700,0,319.16,0,1700,0,1210,0,1700,0,732.16,0,1700,0,540.8,0,1700,0,540.8,0,1700,0,540.8,0,1700,0,540.8,0,1700,0
0,306.02,0,4700,0,263.16,0,4700,0,414.09,0,4700,0,231,0,4700,0,1413,0,4700,0,275.73,0,4700,0,263.16,0,4700,0,263.16,0,4700,0,263.16,0,4700,0,263.16,0,4700,0
0,1963.12,2.08,5500,0,1423.8,1.02,5500,0,2263.1,0,5500,0,1567,0,5500,0,3692.56,0,5500,0,2302.65,0,5500,0,1423.8,1.02,5500,0,1423.8,1.02,5500,0,1423.8,1.02,5500,0,1423.8,1.02,5500,0
1,7426.64,0,7000,1,7546.71,0,7000,1,5735.66,0,7000,1,5715.52,0,7000,0,3228.76,0,7000,0,2932.5,0,7000,1,7546.71,0,7000,1,7546.71,0,7000,1,7546.71,0,7000,1,7546.71,0,7000,1
0,679.35,0,16800,0,783.12,0,16800,0,567.53,0,16800,0,477.36,0,16800,0,483.07,0,16800,0,153.7,0,16800,0,783.12,0,16800,0,783.12,0,16800,0,783.12,0,16800,0,783.12,0,16800,0
0,1197.89,0,5000,1,23.54,0,5000,0,1981.72,0,5000,0,2008.7,0,5000,0,2085.65,0,5000,0,1301.12,0,5000,0,23.54,0,5000,0,23.54,0,5000,0,23.54,0,5000,0,23.54,0,5000,0
0,42,0,5200,0,249,0,5200,0,179.52,0,5200,0,778,0,5200,0,392.2,0,5200,0,568.63,0,5200,0,249,0,5200,0,249,0,5200,0,249,0,5200,0,249,0,5200,0
0,22.26,0,2600,0,1748.24,0,2600,0,11.11,0,2600,0,23.69,0,2600,0,12.84,0,2600,0,12.36,0,2600,0,1748.24,0,2600,0,1748.24,0,2600,0,1748.24,0,2600,0,1748.24,0,2600,0
0,433.63,0,15900,0,1480.88,0,15900,0,532.48,0,15900,0,906.98,0,15900,0,318.27,0,15900,0,460.1,0,15900,0,1480.88,0,15900,0,1480.88,0,15900,0,1480.88,0,15900,0,1480.88,0,15900,0
0,0,0,1100,0,0,0,1100,0,110.21,0,1100,0,0,0,1100,0,0,0,1100,0,0,0,1100,0,0,0,1100,0,0,0,1100,0,0,0,1100,0,0,0,1100,0
0,89.44,0,1300,0,0,0,1300,0,896.7,0,1300,0,355.95,0,1300,0,547.04,0,1300,0,309.75,0,1300,0,0,0,1300,0,0,0,1300,0,0,0,1300,0,0,0,1300,0
0,2126.09,0,2200,0,1920.72,0,2200,0,1065,0,2200,0,914.05,0,2200,0,2119.74,0,2200,0,1361.66,0,2200,0,1920.72,0,2200,0,1920.72,0,2200,0,1920.72,0,2200,0,1920.72,0,2200,0
0,456,0,3300,0,391,0,3300,0,24.96,0,3300,0,1294.82,0,3300,0,82,0,3300,0,226.8,0,3300,0,391,0,3300,0,391,0,3300,0,391,0,3300,0,391,0,3300,0
0,348.6,0,8900,0,0,0,8900,0,287.26,0,8900,0,222.56,0,8900,0,153.01,0,8900,0,222.6,0,8900,0,0,0,8900,0,0,0,8900,0,0,0,8900,0,0,0,8900,0
1,2075.55,1196.86,3000,0,1170.59,0,3000,0,717.91,0,3000,0,536.31,0,3000,0,890,0,3000,0,1567.74,0,3000,0,1170.59,0,3000,0,1170.59,0,3000,0,1170.59,0,3000,0,1170.59,0,3000,0
0,2385.78,0,7300,0,2589.6,0,7300,0,2338.36,0,7300,0,3524.9,0,7300,0,3266,0,7300,0,4002.56,0,5100,0,2589.6,0,7300,0,2589.6,0,7300,0,2589.6,0,7300,0,2589.6,0,7300,0
0,766.48,0,10300,0,662,0,10300,0,315.18,0,10300,0,419,0,10300,0,1268.8,0,10300,0,1224.3,0,10300,0,662,0,10300,0,662,0,10300,0,662,0,10300,0,662,0,10300,0
0,161.16,0,800,0,2.06,0,800,0,244.4,0,800,0,163.28,0,800,0,594.66,0,1800,0,924.56,132.6,1800,0,2.06,0,800,0,2.06,0,800,0,2.06,0,800,0,2.06,0,800,0
0,1651.52,0,17000,0,2688.3,0,17000,0,102,0,17000,0,0,0,17000,0,0,0,17000,0,0,0,17000,0,2688.3,0,17000,0,2688.3,0,17000,0,2688.3,0,17000,0,2688.3,0,17000,0
0,1408.74,0,5100,0,1167.6,0,5100,0,1459.5,0,5100,0,1068.96,0,5100,0,1879.38,0,5100,0,1339.84,0,5100,0,1167.6,0,5100,0,1167.6,0,5100,0,1167.6,0,5100,0,1167.6,0,5100,0
0,1282.14,0,3300,0,406.35,0,3300,0,1280,0,3300,0,485.81,0,3300,0,401.98,0,3300,0,732.33,0,3300,0,406.35,0,3300,0,406.35,0,3300,0,406.35,0,3300,0,406.35,0,3300,0
1,3644.28,0,3600,0,3533.93,0,3600,0,3768.54,0,3600,0,3598.4,0,3600,0,3511.2,23.92,3600,0,3528.74,86.86,3600,0,3533.93,0,3600,0,3533.93,0,3600,0,3533.93,0,3600,0,3533.93,0,3600,0
0,1044.42,0,12200,0,256,0,12200,0,875.5,0,12200,0,426.36,0,12200,0,719.74,0,12200,0,0,0,12200,0,256,0,12200,0,256,0,12200,0,256,0,12200,0,256,0,12200,0
0,302,0,1600,0,319.3,0,1600,0,62.83,0,1600,0,490.06,0,1600,0,31.8,0,1600,0,0,0,1600,0,319.3,0,1600,0,319.3,0,1600,0,319.3,0,1600,0,319.3,0,1600,0
0,411.95,0,3900,0,123.9,0,3900,0,1232.7,0,3900,0,460.56,0,3900,0,572.68,0,3900,0,1204.35,0,3900,0,123.9,0,3900,0,123.9,0,3900,0,123.9,0,3900,0,123.9,0,3900,0
0,96.96,0,2800,0,330.75,0,2800,0,81.81,0,2800,0,867,0,2800,0,775.95,0,2800,0,879.8,0,2800,0,330.75,0,2800,0,330.75,0,2800,0,330.75,0,2800,0,330.75,0,2800,0
1,16015.54,50.5,15700,0,15870.75,78.75,15700,0,14800,290,15700,0,12999.63,144.2,15700,0,11038.44,136.68,15700,0,10426,163.2,10700,0,15870.75,78.75,15700,0,15870.75,78.75,15700,0,15870.75,78.75,15700,0,15870.75,78.75,15700,0
1,2282.18,0,1900,0,2301.57,0,1900,0,2307.9,0,1900,0,2088.84,0,1900,0,2038.18,0,1900,0,1903.32,0,1900,0,2301.57,0,1900,0,2301.57,0,1900,0,2301.57,0,1900,0,2301.57,0,1900,0
0,13.78,0,700,0,16.32,0,700,0,37,0,700,0,119.48,0,700,0,22.66,0,700,0,26.52,0,700,0,16.32,0,700,0,16.32,0,700,0,16.32,0,700,0,16.32,0,700,0
0,118.56,0,3600,0,60.77,0,3600,0,203.3,0,3600,0,177.76,0,3600,0,783.34,0,3600,0,1843.92,0,3600,0,60.77,0,3600,0,60.77,0,3600,0,60.77,0,3600,0,60.77,0,3600,0
0,0,0,3100,0,507.74,0,3100,0,0,0,3100,0,0,0,3100,0,0,0,3100,0,144.16,0,3100,0,507.74,0,3100,0,507.74,0,3100,0,507.74,0,3100,0,507.74,0,3100,0
0,0,0,2100,0,33.92,0,2100,0,243.36,0,2100,0,184.37,0,2100,0,266.06,0,2100,0,0,0,2100,0,33.92,0,2100,0,33.92,0,2100,0,33.92,0,2100,0,33.92,0,2100,0
0,0,0,1600,0,0,0,1600,0,45.76,0,1600,0,89.04,0,1600,0,69.36,0,1600,0,181,0,1600,0,0,0,1600,0,0,0,1600,0,0,0,1600,0,0,0,1600,0
0,1376.55,0,1100,0,1216.95,0,1100,0,1292.56,0,1100,0,969,0,1100,0,1082.72,0,1100,1,965,0,1100,0,1216.95,0,1100,0,1216.95,0,1100,0,1216.95,0,1100,0,1216.95,0,1100,0
0,119.48,0,5900,0,264.16,0,5900,0,208.65,0,5900,0,176,0,5900,0,104,0,5900,0,101,0,5900,0,264.16,0,5900,0,264.16,0,5900,0,264.16,0,5900,0,264.16,0,5900,0
0,162.18,0,900,0,437,0,900,0,323.34,0,900,0,551.82,0,900,0,245,0,900,0,430.5,0,900,0,437,0,900,0,437,0,900,0,437,0,900,0,437,0,900,0
0,2060.1,0,7900,0,2612.22,0,7900,0,1097.25,0,7900,0,1328.08,0,7900,0,1386.32,0,7900,0,1471.87,0,7900,0,2612.22,0,7900,0,2612.22,0,7900,0,2612.22,0,7900,0,2612.22,0,7900,0
0,828,0,6200,0,650.84,0,6200,0,2666.28,0,6200,0,376.3,0,6200,0,750.88,0,6200,0,523.24,0,6200,0,650.84,0,6200,0,650.84,0,6200,0,650.84,0,6200,0,650.84,0,6200,0
0,1005.94,0,3600,0,498.2,0,3600,0,123.76,0,3600,0,879,0,3600,0,541.66,0,3600,0,906.88,0,3600,0,498.2,0,3600,0,498.2,0,3600,0,498.2,0,3600,0,498.2,0,3600,0
0,408.91,0,5300,0,766,0,5300,0,167.99,0,5300,0,612.68,0,5300,0,232.78,0,5300,0,441.37,0,5300,0,766,0,5300,0,766,0,5300,0,766,0,5300,0,766,0,5300,0
0,2.06,0,7000,0,271.69,0,7000,0,0,0,7000,0,28.62,0,7000,0,196.1,0,7000,0,1385.65,0,7000,0,271.69,0,7000,0,271.69,0,7000,0,271.69,0,7000,0,271.69,0,7000,0
0,708.24,0,2700,0,619.04,0,2700,0,806.66,0,2700,0,546.96,0,2700,0,753.78,0,2700,0,761.25,0,2700,0,619.04,0,2700,0,619.04,0,2700,0,619.04,0,2700,0,619.04,0,2700,0
1,15381.29,0,15100,0,14265,0,15100,0,15537.66,0,15100,1,14952.18,0,15100,0,15188,0,15100,0,15716.77,0,15100,0,14265,0,15100,0,14265,0,15100,0,14265,0,15100,0,14265,0,15100,0
0,256.88,0,4200,0,304.5,0,4200,0,263.68,0,4200,0,514.08,0,4200,0,475.86,0,4200,0,586.36,0,4200,0,304.5,0,4200,0,304.5,0,4200,0,304.5,0,4200,0,304.5,0,4200,0
0,0,0,1900,0,0,0,1900,0,0,0,1900,0,0,0,1900,0,262.14,0,1900,0,74,0,1900,0,0,0,1900,0,0,0,1900,0,0,0,1900,0,0,0,1900,0
1,584.48,0,13000,0,289.38,0,13000,0,123.22,0,13000,0,120,0,13000,0,159.65,0,13000,0,125.24,0,13000,0,289.38,0,13000,0,289.38,0,13000,0,289.38,0,13000,0,289.38,0,13000,0
0,2036.16,0,2100,0,1966,0,2100,0,2125.04,0,2100,1,2179.59,0,2100,0,2046.26,0,2100,0,2056.54,0,2100,0,1966,0,2100,0,1966,0,2100,0,1966,0,2100,0,1966,0,2100,0
0,0,0,5800,0,72.1,0,5800,0,2.06,0,5800,0,161.2,0,5800,0,659.53,0,5800,1,166.4,0,5800,0,72.1,0,5800,0,72.1,0,5800,0,72.1,0,5800,0,72.1,0,5800,0
0,233.2,62.4,600,0,110.09,20.4,600,0,18,0,600,0,118.32,0,600,0,258.94,40.8,600,0,439.77,112.2,600,0,110.09,20.4,600,0,110.09,20.4,600,0,110.09,20.4,600,0,110.09,20.4,600,0
1,2943.2,0,2800,1,2948.4,0,2800,1,2870.48,0,2800,0,3008.84,0,2800,0,2803.76,0,2800,0,2758.08,0,2800,0,2948.4,0,2800,1,2948.4,0,2800,1,2948.4,0,2800,1,2948.4,0,2800,1
0,7987.55,0,10500,0,2052.26,0,10500,0,4504.32,0,10500,0,4029.9,0,10500,0,2112.6,0,10500,0,1429.94,0,10500,0,2052.26,0,10500,0,2052.26,0,10500,0,2052.26,0,10500,0,2052.26,0,10500,0
0,347.75,0,5300,0,320.17,0,5300,0,591.71,0,5300,0,157.04,0,5300,0,142.14,0,5300,0,943.95,0,5300,0,320.17,0,5300,0,320.17,0,5300,0,320.17,0,5300,0,320.17,0,5300,0
0,705.55,0,1700,0,551.05,0,1700,0,332,0,1700,0,568.14,0,1700,0,500.82,0,1700,0,525.2,0,1700,0,551.05,0,1700,0,551.05,0,1700,0,551.05,0,1700,0,551.05,0,1700,0
0,1294,0,2800,0,1463.7,0,2800,0,1405.56,0,2800,0,482.57,0,2800,0,862.05,0,2800,0,689.52,0,2800,0,1463.7,0,2800,0,1463.7,0,2800,0,1463.7,0,2800,0,1463.7,0,2800,0
0,1083.24,0,1300,0,859.86,0,1300,0,785.4,0,1300,0,684.76,0,1300,0,1062.52,0,1300,0,929.2,0,1300,0,859.86,0,1300,0,859.86,0,1300,0,859.86,0,1300,0,859.86,0,1300,0
0,1531.61,0,5200,0,70.72,0,5200,0,0,0,5200,0,2887.62,0,5200,0,1649.55,0,5200,0,770.7,0,5200,0,70.72,0,5200,0,70.72,0,5200,0,70.72,0,5200,0,70.72,0,5200,0
0,1442,0,2200,0,1.05,0,2200,0,792.54,0,2200,0,0,0,2200,0,1949.34,0,2200,0,0,0,2200,0,1.05,0,2200,0,1.05,0,2200,0,1.05,0,2200,0,1.05,0,2200,0
0,0,0,5900,0,0,0,5900,0,366.45,0,5900,0,99.75,0,5900,0,694.88,0,5900,0,820.91,0,5900,0,0,0,5900,0,0,0,5900,0,0,0,5900,0,0,0,5900,0
